Experiment:, Cathode characterisation
Start date:, st?eda 19. ?ervence 2023
Start time:, 11:48:16 +02:00
Time (s), Current Density (A/cm2)
901, 0.3552747
902, 0.4715513
903, 0.4706115
904, 0.4706115
905, 0.4706115
906, 0.4710814
907, 0.4715513
908, 0.471238
909, 0.4713947
910, 0.4720213
911, 0.4720213
912, 0.4726478
913, 0.4721779
914, 0.4713947
915, 0.4720213
916, 0.4721779
917, 0.4732744
918, 0.4728045
919, 0.4745275
920, 0.4745275
921, 0.4749974
922, 0.4762505
923, 0.4765638
924, 0.4768771
925, 0.4779736
926, 0.4778169
927, 0.4770337
928, 0.4765638
929, 0.4749974
930, 0.4743708
931, 0.4740576
932, 0.4743708
933, 0.4754673
934, 0.4764071
935, 0.4776602
936, 0.4781302
937, 0.4778169
938, 0.4778169
939, 0.4781302
940, 0.4779736
941, 0.4779736
942, 0.4784435
943, 0.4787567
944, 0.4786001
945, 0.4798532
946, 0.47954
947, 0.4798532
948, 0.47954
949, 0.4792266
950, 0.4804797
951, 0.4800099
952, 0.4804797
953, 0.4793833
954, 0.4793833
955, 0.4803231
956, 0.4804797
957, 0.4801665
958, 0.4806364
959, 0.4820462
960, 0.4832993
961, 0.4843957
962, 0.4840825
963, 0.4843957
964, 0.4840825
965, 0.4845524
966, 0.4836126
967, 0.4837692
968, 0.4837692
969, 0.4840825
970, 0.4822028
971, 0.4818895
972, 0.4817328
973, 0.4814196
974, 0.481263
975, 0.4811063
976, 0.481263
977, 0.481263
978, 0.4832993
979, 0.4837692
980, 0.4851789
981, 0.4853356
982, 0.4853356
983, 0.4854922
984, 0.4858055
985, 0.4865887
986, 0.4878418
987, 0.486902
988, 0.4867453
989, 0.4872152
990, 0.4876852
991, 0.4878418
992, 0.4870586
993, 0.4875285
994, 0.4881551
995, 0.4883117
996, 0.4884683
997, 0.4883117
998, 0.4890949
999, 0.4887817
1000, 0.488625
1001, 0.4890949
1002, 0.4892516
1003, 0.488625
1004, 0.4887817
1005, 0.4895648
1006, 0.4897214
1007, 0.4900348
1008, 0.4905047
1009, 0.4901914
1010, 0.4898781
1011, 0.4892516
1012, 0.4905047
1013, 0.4897214
1014, 0.4905047
1015, 0.4895648
1016, 0.4892516
1017, 0.4894082
1018, 0.4898781
1019, 0.4905047
1020, 0.4916011
