Experiment:, Cathode characterisation
Start date:, p?tek 2. z??? 2022
Start time:, 11:50:29 +02:00
Time (s), Current Density (A/cm2)
808, 0.4412733
809, 0.0534978
810, 0.03786168
811, 0.04376949
812, 0.04110662
813, 0.03875703
814, 0.03828711
815, 0.037034
816, 0.03719064
817, 0.03515432
818, 0.03515432
819, 0.03515432
820, 0.03452777
821, 0.03484105
822, 0.03390121
823, 0.03327465
824, 0.0326481
825, 0.03358793
826, 0.03343129
827, 0.03343129
828, 0.03374457
829, 0.0326481
830, 0.03343129
831, 0.03327465
832, 0.03343129
833, 0.0326481
834, 0.03249146
835, 0.03249146
836, 0.03311801
837, 0.03217818
838, 0.03170826
839, 0.03202154
840, 0.03217818
841, 0.03139498
842, 0.03233482
843, 0.03155162
844, 0.0318649
845, 0.0310817
846, 0.03311801
847, 0.03233482
848, 0.0326481
849, 0.03155162
850, 0.03123834
851, 0.0318649
852, 0.03155162
853, 0.03217818
854, 0.03139498
855, 0.03170826
856, 0.0310817
857, 0.03123834
858, 0.0310817
859, 0.03155162
860, 0.03139498
861, 0.03076843
862, 0.03061179
863, 0.03061179
864, 0.03029851
865, 0.03092507
866, 0.03061179
867, 0.03029851
868, 0.02982859
869, 0.03061179
870, 0.03092507
871, 0.03014187
872, 0.03076843
873, 0.03061179
874, 0.03029851
875, 0.03076843
876, 0.02998523
877, 0.02982859
878, 0.02967195
879, 0.02951531
880, 0.02982859
881, 0.03014187
882, 0.02998523
883, 0.02998523
884, 0.02967195
885, 0.0310817
886, 0.03139498
887, 0.03045515
888, 0.03045515
889, 0.0310817
890, 0.03061179
891, 0.0310817
892, 0.03029851
893, 0.03061179
894, 0.03061179
895, 0.03123834
896, 0.03045515
897, 0.0310817
898, 0.03092507
899, 0.03233482
900, 0.03155162
901, 0.0310817
902, 0.0310817
903, 0.03092507
904, 0.03139498
905, 0.03170826
906, 0.0318649
907, 0.03233482
908, 0.0318649
909, 0.03202154
910, 0.03249146
911, 0.03202154
912, 0.03139498
913, 0.03170826
914, 0.03155162
915, 0.03233482
916, 0.03280474
917, 0.03233482
918, 0.03170826
919, 0.03233482
920, 0.03358793
921, 0.0326481
922, 0.03233482
923, 0.0318649
924, 0.03217818
925, 0.03280474
926, 0.03217818
927, 0.03202154
