Experiment:, Cathode characterisation
Start date:, p?tek 27. ??jna 2023
Start time:, 14:58:57 +02:00
Time (s), Current Density (A/cm2)
901, 0.07382474
902, 0.1241254
903, 0.1209926
904, 0.1197395
905, 0.1186431
906, 0.1177032
907, 0.11692
908, 0.1161368
909, 0.1156669
910, 0.1155103
911, 0.1156669
912, 0.1153536
913, 0.1148837
914, 0.115197
915, 0.1147271
916, 0.1144138
917, 0.1142572
918, 0.1139439
919, 0.1150403
920, 0.1142572
921, 0.1139439
922, 0.1155103
923, 0.1148837
924, 0.1147271
925, 0.115197
926, 0.1142572
927, 0.1142572
928, 0.1147271
929, 0.1137872
930, 0.1136306
931, 0.1145704
932, 0.1144138
933, 0.1147271
934, 0.1139439
935, 0.1145704
936, 0.1147271
937, 0.1153536
938, 0.1147271
939, 0.1147271
940, 0.113474
941, 0.1147271
942, 0.1150403
943, 0.1148837
944, 0.1144138
945, 0.1147271
946, 0.1141005
947, 0.1136306
948, 0.1144138
949, 0.1137872
950, 0.1136306
951, 0.113474
952, 0.1136306
953, 0.1133173
954, 0.1128474
955, 0.1125341
956, 0.1126908
957, 0.1128474
958, 0.1126908
959, 0.1122209
960, 0.1125341
961, 0.1119076
962, 0.1125341
963, 0.113004
964, 0.1128474
965, 0.1128474
966, 0.1120642
967, 0.1117509
968, 0.1115943
969, 0.111281
970, 0.1114376
971, 0.1119076
972, 0.1120642
973, 0.1122209
974, 0.1119076
975, 0.1120642
976, 0.1120642
977, 0.1114376
978, 0.1125341
979, 0.113004
980, 0.1125341
981, 0.1128474
982, 0.1123775
983, 0.1122209
984, 0.1126908
985, 0.1120642
986, 0.1115943
987, 0.1125341
988, 0.1122209
989, 0.1122209
990, 0.1131607
991, 0.1139439
992, 0.1142572
993, 0.1139439
994, 0.1136306
995, 0.1139439
996, 0.1139439
997, 0.1147271
998, 0.1142572
999, 0.1148837
1000, 0.1153536
1001, 0.1153536
1002, 0.1147271
1003, 0.115197
1004, 0.1153536
1005, 0.1155103
1006, 0.1159802
1007, 0.1162935
1008, 0.1158236
1009, 0.115197
1010, 0.1159802
1011, 0.1166067
1012, 0.1166067
1013, 0.1170767
1014, 0.1164501
1015, 0.1164501
1016, 0.1166067
1017, 0.1155103
1018, 0.1161368
1019, 0.1162935
1020, 0.1161368
