Experiment:, Cathode characterisation
Start date:, ?ter? 16. kv?tna 2023
Start time:, 12:34:21 +02:00
"Time (s)", "Current Density (A/cm2)"
"901", "-0,07315472"
"902", "0,05426432"
"903", "0,05410768"
"904", "0,05348112"
"905", "0,0530112"
"906", "0,0530112"
"907", "0,05238464"
"908", "0,05285456"
"909", "0,0530112"
"910", "0,05332448"
"911", "0,05363776"
"912", "0,05348112"
"913", "0,05269792"
"914", "0,05269792"
"915", "0,05254128"
"916", "0,05191473"
"917", "0,05191473"
"918", "0,05285456"
"919", "0,05254128"
"920", "0,05269792"
"921", "0,0530112"
"922", "0,05316784"
"923", "0,05332448"
"924", "0,0530112"
"925", "0,05332448"
"926", "0,05363776"
"927", "0,05395104"
"928", "0,05395104"
"929", "0,05363776"
"930", "0,05363776"
"931", "0,05363776"
"932", "0,05348112"
"933", "0,05348112"
"934", "0,05395104"
"935", "0,05316784"
"936", "0,05395104"
"937", "0,05348112"
"938", "0,05348112"
"939", "0,05395104"
"940", "0,0530112"
"941", "0,05238464"
"942", "0,05269792"
"943", "0,05269792"
"944", "0,05363776"
"945", "0,05348112"
"946", "0,05332448"
"947", "0,05285456"
"948", "0,05332448"
"949", "0,0537944"
"950", "0,0537944"
"951", "0,05363776"
"952", "0,05363776"
"953", "0,05410768"
"954", "0,05363776"
"955", "0,05348112"
"956", "0,05363776"
"957", "0,05363776"
"958", "0,05316784"
"959", "0,05410768"
"960", "0,0537944"
"961", "0,05363776"
"962", "0,0537944"
"963", "0,05426432"
"964", "0,05348112"
"965", "0,05348112"
"966", "0,05269792"
"967", "0,05316784"
"968", "0,0530112"
"969", "0,05332448"
"970", "0,05348112"
"971", "0,05316784"
"972", "0,05332448"
"973", "0,05348112"
"974", "0,05285456"
"975", "0,05285456"
"976", "0,05363776"
"977", "0,05442095"
"978", "0,0545776"
"979", "0,05410768"
"980", "0,05426432"
"981", "0,05473424"
"982", "0,05442095"
"983", "0,05316784"
"984", "0,05316784"
"985", "0,05410768"
"986", "0,05426432"
"987", "0,05442095"
"988", "0,05363776"
"989", "0,05332448"
"990", "0,05410768"
"991", "0,05395104"
"992", "0,0537944"
"993", "0,05363776"
"994", "0,05363776"
"995", "0,0530112"
"996", "0,05269792"
"997", "0,05207136"
"998", "0,05332448"
"999", "0,05410768"
"1000", "0,05363776"
"1001", "0,05363776"
"1002", "0,05316784"
"1003", "0,0537944"
"1004", "0,05238464"
"1005", "0,05222801"
"1006", "0,05222801"
"1007", "0,0530112"
"1008", "0,05332448"
"1009", "0,05238464"
"1010", "0,05332448"
"1011", "0,05442095"
"1012", "0,05395104"
"1013", "0,0537944"
"1014", "0,05395104"
"1015", "0,0545776"
"1016", "0,05442095"
"1017", "0,05473424"
"1018", "0,05426432"
"1019", "0,0545776"
"1020", "0,0545776"
