Experiment:, Cathode characterisation
Start date:, ?tvrtek 12. ??jna 2023
Start time:, 10:31:26 +02:00
"Time (s)", "Current Density (A/cm2)"
"423", "-0,1826075"
"424", "0,06945832"
"425", "0,06742202"
"426", "0,06460251"
"427", "0,06240956"
"428", "0,0625662"
"429", "0,061783"
"430", "0,06131308"
"431", "0,06146972"
"432", "0,06146972"
"433", "0,06115644"
"434", "0,06084317"
"435", "0,0609998"
"436", "0,06037325"
"437", "0,06084317"
"438", "0,06068652"
"439", "0,06084317"
"440", "0,06037325"
"441", "0,06021661"
"442", "0,06037325"
"443", "0,06084317"
"444", "0,06068652"
"445", "0,06084317"
"446", "0,06084317"
"447", "0,06084317"
"448", "0,06005996"
"449", "0,06005996"
"450", "0,06005996"
"451", "0,05974669"
"452", "0,05974669"
"453", "0,06052989"
"454", "0,06037325"
"455", "0,06021661"
"456", "0,06037325"
"457", "0,06052989"
"458", "0,06068652"
"459", "0,06068652"
"460", "0,06084317"
"461", "0,06115644"
"462", "0,06021661"
"463", "0,06052989"
"464", "0,06037325"
"465", "0,06005996"
"466", "0,05959005"
"467", "0,06037325"
"468", "0,05974669"
"469", "0,06021661"
"470", "0,06021661"
"471", "0,06021661"
"472", "0,06021661"
"473", "0,06068652"
"474", "0,06021661"
"475", "0,05959005"
"476", "0,0589635"
"477", "0,0589635"
"478", "0,0589635"
"479", "0,05865022"
"480", "0,05912013"
"481", "0,05849357"
"482", "0,05912013"
"483", "0,05865022"
"484", "0,05818029"
"485", "0,05880686"
"486", "0,05865022"
"487", "0,05880686"
"488", "0,05943341"
"489", "0,06068652"
"490", "0,06005996"
"491", "0,06068652"
"492", "0,0609998"
"493", "0,06287947"
"494", "0,06193964"
"495", "0,06131308"
"496", "0,0609998"
"497", "0,0609998"
"498", "0,06084317"
"499", "0,06068652"
"500", "0,061783"
"501", "0,06146972"
"502", "0,0609998"
"503", "0,06115644"
"504", "0,06115644"
"505", "0,0609998"
"506", "0,06084317"
"507", "0,06037325"
"508", "0,06021661"
"509", "0,06037325"
"510", "0,06005996"
"511", "0,05974669"
"512", "0,06037325"
"513", "0,05990333"
"514", "0,06037325"
"515", "0,05974669"
"516", "0,05974669"
"517", "0,05974669"
"518", "0,06021661"
"519", "0,05974669"
"520", "0,05974669"
"521", "0,06021661"
"522", "0,06005996"
"523", "0,06084317"
"524", "0,06084317"
"525", "0,05974669"
"526", "0,06068652"
"527", "0,0609998"
"528", "0,06084317"
"529", "0,06005996"
"530", "0,05974669"
"531", "0,06021661"
"532", "0,06021661"
"533", "0,06052989"
"534", "0,06052989"
"535", "0,06052989"
"536", "0,06037325"
"537", "0,06037325"
"538", "0,05974669"
"539", "0,06037325"
"540", "0,06021661"
"541", "0,06021661"
"542", "0,05974669"
