Experiment:, Cathode characterisation
Start date:, p?tek 10. listopadu 2023
Start time:, 15:33:13 +01:00
"Time (s)", "Current Density (A/cm2)"
"901", "0,05975224"
"902", "0,1003163"
"903", "0,09874986"
"904", "0,09655692"
"905", "0,09561708"
"906", "0,09467725"
"907", "0,09420733"
"908", "0,09373742"
"909", "0,09295422"
"910", "0,09358077"
"911", "0,09342413"
"912", "0,0932675"
"913", "0,09358077"
"914", "0,0932675"
"915", "0,09514717"
"916", "0,0968702"
"917", "0,09483389"
"918", "0,09436397"
"919", "0,09389405"
"920", "0,09436397"
"921", "0,09452061"
"922", "0,09389405"
"923", "0,09389405"
"924", "0,09389405"
"925", "0,09279758"
"926", "0,0932675"
"927", "0,09311084"
"928", "0,09389405"
"929", "0,09499053"
"930", "0,09452061"
"931", "0,09420733"
"932", "0,09514717"
"933", "0,09436397"
"934", "0,09483389"
"935", "0,09499053"
"936", "0,09467725"
"937", "0,09514717"
"938", "0,0953038"
"939", "0,09514717"
"940", "0,0953038"
"941", "0,09499053"
"942", "0,09546044"
"943", "0,09546044"
"944", "0,09546044"
"945", "0,09577372"
"946", "0,09655692"
"947", "0,09671356"
"948", "0,09749676"
"949", "0,09749676"
"950", "0,09827995"
"951", "0,09843659"
"952", "0,09874986"
"953", "0,09953307"
"954", "0,09937642"
"955", "0,09984634"
"956", "0,1004729"
"957", "0,1001596"
"958", "0,1001596"
"959", "0,100003"
"960", "0,09984634"
"961", "0,1001596"
"962", "0,1001596"
"963", "0,1012561"
"964", "0,1006295"
"965", "0,1015694"
"966", "0,1037623"
"967", "0,1023526"
"968", "0,101726"
"969", "0,1001596"
"970", "0,09984634"
"971", "0,09906314"
"972", "0,09921978"
"973", "0,100003"
"974", "0,09874986"
"975", "0,09937642"
"976", "0,09906314"
"977", "0,09827995"
"978", "0,09843659"
"979", "0,09859323"
"980", "0,09796667"
"981", "0,09859323"
"982", "0,09859323"
"983", "0,09781004"
"984", "0,09843659"
"985", "0,09843659"
"986", "0,09812331"
"987", "0,09827995"
"988", "0,09749676"
"989", "0,09702684"
"990", "0,09702684"
"991", "0,09718347"
"992", "0,09702684"
"993", "0,09655692"
"994", "0,09702684"
"995", "0,0968702"
"996", "0,09718347"
"997", "0,09702684"
"998", "0,09702684"
"999", "0,09734011"
"1000", "0,09796667"
"1001", "0,09781004"
"1002", "0,09906314"
"1003", "0,09812331"
"1004", "0,09843659"
"1005", "0,09812331"
"1006", "0,09874986"
"1007", "0,09859323"
"1008", "0,09827995"
"1009", "0,09843659"
"1010", "0,09890651"
"1011", "0,09921978"
"1012", "0,09874986"
"1013", "0,09937642"
"1014", "0,09874986"
"1015", "0,100003"
"1016", "0,1007862"
"1017", "0,1001596"
"1018", "0,1003163"
"1019", "0,09937642"
"1020", "0,1001596"
