Experiment:, Cathode characterisation
Start date:, st?eda 22. b?ezna 2023
Start time:, 11:26:02 +01:00
"Time (s)", "Current Density (A/cm2)"
"901", "-0,08566359"
"902", "0,02090015"
"903", "0,0202736"
"904", "0,01980368"
"905", "0,0194904"
"906", "0,02011696"
"907", "0,01980368"
"908", "0,01996032"
"909", "0,02011696"
"910", "0,01980368"
"911", "0,01933376"
"912", "0,01902048"
"913", "0,01964704"
"914", "0,02074351"
"915", "0,0202736"
"916", "0,02011696"
"917", "0,0202736"
"918", "0,01980368"
"919", "0,02011696"
"920", "0,01980368"
"921", "0,01996032"
"922", "0,01964704"
"923", "0,01996032"
"924", "0,01964704"
"925", "0,01964704"
"926", "0,01996032"
"927", "0,01964704"
"928", "0,01980368"
"929", "0,01996032"
"930", "0,01964704"
"931", "0,01917712"
"932", "0,01933376"
"933", "0,0187072"
"934", "0,01886384"
"935", "0,01839392"
"936", "0,01839392"
"937", "0,01823729"
"938", "0,01808065"
"939", "0,01823729"
"940", "0,01839392"
"941", "0,0187072"
"942", "0,01855056"
"943", "0,01886384"
"944", "0,01980368"
"945", "0,01902048"
"946", "0,01964704"
"947", "0,01980368"
"948", "0,01917712"
"949", "0,01902048"
"950", "0,0187072"
"951", "0,01855056"
"952", "0,01792401"
"953", "0,01823729"
"954", "0,0187072"
"955", "0,01839392"
"956", "0,01855056"
"957", "0,01902048"
"958", "0,01902048"
"959", "0,0194904"
"960", "0,01917712"
"961", "0,01933376"
"962", "0,01917712"
"963", "0,01964704"
"964", "0,02043023"
"965", "0,02043023"
"966", "0,02074351"
"967", "0,0202736"
"968", "0,0202736"
"969", "0,01964704"
"970", "0,01964704"
"971", "0,01902048"
"972", "0,0187072"
"973", "0,01886384"
"974", "0,01886384"
"975", "0,0194904"
"976", "0,02011696"
"977", "0,01980368"
"978", "0,0194904"
"979", "0,01917712"
"980", "0,01980368"
"981", "0,01933376"
"982", "0,01917712"
"983", "0,01996032"
"984", "0,02011696"
"985", "0,01996032"
"986", "0,0194904"
"987", "0,02090015"
"988", "0,02090015"
"989", "0,02090015"
"990", "0,02043023"
"991", "0,01980368"
"992", "0,01980368"
"993", "0,02011696"
"994", "0,0194904"
"995", "0,01917712"
"996", "0,0194904"
"997", "0,0187072"
"998", "0,01886384"
"999", "0,01902048"
"1000", "0,0187072"
"1001", "0,01886384"
"1002", "0,01996032"
"1003", "0,02011696"
"1004", "0,01996032"
"1005", "0,01996032"
"1006", "0,02043023"
"1007", "0,0202736"
"1008", "0,01980368"
"1009", "0,02043023"
"1010", "0,01980368"
"1011", "0,01902048"
"1012", "0,01964704"
"1013", "0,01964704"
"1014", "0,01886384"
"1015", "0,0202736"
"1016", "0,02011696"
"1017", "0,0187072"
"1018", "0,01917712"
"1019", "0,01996032"
"1020", "0,0202736"
