Experiment:, EIS
Start date:, st?eda 4. ??jna 2023
Start time:, 17:44:38 +02:00
Time (s), Voltage (V)
161, 0.7001241
162, 0.7001241
163, 0.7001241
164, 0.7001241
165, 0.7001241
166, 0.7001241
167, 0.6999661
168, 0.6999661
169, 0.6999661
170, 0.7001241
171, 0.7001241
172, 0.7001241
173, 0.7001241
174, 0.7001241
175, 0.7001241
176, 0.6999661
177, 0.7001241
178, 0.7001241
179, 0.7001241
180, 0.7001241
181, 0.7001241
182, 0.7001241
183, 0.7001241
184, 0.6999661
185, 0.7001241
186, 0.7001241
187, 0.7001241
188, 0.7001241
189, 0.7001241
190, 0.7001241
191, 0.7001241
192, 0.6999661
193, 0.6999661
194, 0.6999661
195, 0.7001241
196, 0.7001241
197, 0.7001241
198, 0.7001241
199, 0.6999661
200, 0.7001241
201, 0.7001241
202, 0.7001241
203, 0.6999661
204, 0.7001241
205, 0.7002821
206, 0.7001241
207, 0.7001241
208, 0.7001241
209, 0.6999661
210, 0.7001241
211, 0.7001241
212, 0.7001241
213, 0.7001241
214, 0.7002821
215, 0.7001241
216, 0.7001241
217, 0.7001241
218, 0.7001241
219, 0.7001241
220, 0.7002821
221, 0.6999661
222, 0.7001241
222, 0.7001241
222, 0.7001241
222, 0.7001241
222, 0.7001241
223, 0.7001241
223, 0.7001241
223, 0.7001241
223, 0.7001241
224, 0.7001241
224, 0.7001241
224, 0.7001241
224, 0.7001241
225, 0.6985442
225, 0.6985442
225, 0.6985442
226, 0.7026521
226, 0.7026521
227, 0.596637
227, 0.596637
227, 0.596637
228, 0.6990182
228, 0.6990182
228, 0.6990182
228, 0.6990182
228, 0.6990182
228, 0.6990182
229, 0.6993341
229, 0.6993341
229, 0.6993341
229, 0.6993341
229, 0.6993341
229, 0.6993341
230, 0.6991761
230, 0.6991761
230, 0.6991761
230, 0.6991761
230, 0.6991761
231, 0.6975962
231, 0.6975962
231, 0.6975962
231, 0.6975962
231, 0.6975962
232, 0.6964902
232, 0.6964902
233, 0.6949102
233, 0.6949102
234, 0.7143438
235, 0.70281
236, 0.6994922
237, 0.6781627
238, 0.7163977
239, 0.703442
240, 0.6957002
241, 0.6977542
242, 0.7329872
243, 0.6479856
244, 0.7453109
245, 0.7167137
246, 0.6408758
247, 0.7230335
248, 0.7588986
249, 0.6761088
250, 0.6415077
251, 0.7175037
252, 0.7658504
253, 0.7235075
254, 0.6487755
255, 0.6445096
256, 0.7110258
257, 0.7620584
258, 0.7562126
259, 0.6990182
260, 0.6427717
261, 0.6386638
262, 0.6889064
263, 0.741835
264, 0.7680623
265, 0.7540007
266, 0.707866
267, 0.6569914
268, 0.631712
269, 0.6470376
270, 0.6925403
271, 0.7355151
272, 0.7637964
273, 0.7675883
274, 0.7456269
275, 0.7061279
276, 0.6642591
277, 0.6361359
278, 0.6323439
279, 0.6544634
280, 0.6912764
