Experiment:, Cathode characterisation
Start date:, ?ter? 25. ??jna 2022
Start time:, 15:14:40 +02:00
Time (s), Current Density (A/cm2)
553, 0.2192406
554, 0.03160723
555, 0.02378918
556, 0.01909835
557, 0.01440752
558, 0.02575597
559, 0.02512941
560, 0.02371966
561, 0.02434622
562, 0.02371966
563, 0.02246655
564, 0.02293646
565, 0.02246655
566, 0.02356302
567, 0.02277982
568, 0.02121343
569, 0.02324974
570, 0.02356302
571, 0.02418958
572, 0.02371966
573, 0.02356302
574, 0.02183999
575, 0.02152671
576, 0.02168335
577, 0.02043023
578, 0.02058687
579, 0.02168335
580, 0.0223099
581, 0.02121343
582, 0.02152671
583, 0.02183999
584, 0.02137007
585, 0.02168335
586, 0.02199663
587, 0.02246655
588, 0.02152671
589, 0.02043023
590, 0.02043023
591, 0.02043023
592, 0.02090015
593, 0.02105679
594, 0.02137007
595, 0.02152671
596, 0.02090015
597, 0.02168335
598, 0.02137007
599, 0.02199663
600, 0.0223099
601, 0.02262319
602, 0.02215327
603, 0.0223099
604, 0.02168335
605, 0.02121343
606, 0.02121343
607, 0.02168335
608, 0.02246655
609, 0.02340638
610, 0.02324974
611, 0.02262319
612, 0.02356302
613, 0.02199663
614, 0.02074351
615, 0.02105679
616, 0.02324974
617, 0.02685244
618, 0.02559933
619, 0.02371966
620, 0.02215327
621, 0.02090015
622, 0.02168335
623, 0.02215327
624, 0.0223099
625, 0.02215327
626, 0.02293646
627, 0.02371966
628, 0.02575597
629, 0.02403294
630, 0.02544269
631, 0.02465949
632, 0.02512941
633, 0.02371966
634, 0.02340638
635, 0.0238763
636, 0.02340638
637, 0.02262319
638, 0.02215327
639, 0.02324974
640, 0.0238763
641, 0.0238763
642, 0.0238763
643, 0.02356302
644, 0.0223099
645, 0.02199663
646, 0.0223099
647, 0.02074351
648, 0.02011696
649, 0.02105679
650, 0.02121343
651, 0.02121343
652, 0.02293646
653, 0.02183999
654, 0.02090015
655, 0.02215327
656, 0.02293646
657, 0.02215327
658, 0.02137007
659, 0.02246655
660, 0.02199663
661, 0.02199663
662, 0.02199663
663, 0.0223099
664, 0.02090015
665, 0.02152671
666, 0.02215327
667, 0.0230931
668, 0.02262319
669, 0.02262319
670, 0.02199663
671, 0.0230931
672, 0.02324974
