Experiment:, Cathode characterisation
Start date:, ?ter? 3. ??jna 2023
Start time:, 12:40:43 +02:00
Time (s), Current Density (A/cm2)
211, -0.08566359
212, 0.1675145
213, 0.1684543
214, 0.1745633
215, 0.1740934
216, 0.1704907
217, 0.1690809
218, 0.168611
219, 0.1678278
220, 0.1675145
221, 0.1672012
222, 0.1672012
223, 0.1676711
224, 0.1673579
225, 0.1697075
226, 0.1769129
227, 0.1737801
228, 0.170334
229, 0.1689243
230, 0.168611
231, 0.1689243
232, 0.168611
233, 0.1682977
234, 0.1684543
235, 0.1690809
236, 0.168611
237, 0.1687676
238, 0.1689243
239, 0.1687676
240, 0.168611
241, 0.1689243
242, 0.1682977
243, 0.1687676
244, 0.1687676
245, 0.1690809
246, 0.1689243
247, 0.1687676
248, 0.1692375
249, 0.1693942
250, 0.1693942
251, 0.1689243
252, 0.1697075
253, 0.1697075
254, 0.1689243
255, 0.1687676
256, 0.1687676
257, 0.1689243
258, 0.168611
259, 0.1690809
260, 0.1684543
261, 0.1679844
262, 0.1676711
263, 0.1675145
264, 0.1682977
265, 0.1676711
266, 0.1682977
267, 0.1679844
268, 0.168611
269, 0.1684543
270, 0.1679844
271, 0.1687676
272, 0.1690809
273, 0.1687676
274, 0.1700207
275, 0.1700207
276, 0.1687676
277, 0.1678278
278, 0.1682977
279, 0.1679844
280, 0.1679844
281, 0.1681411
282, 0.1687676
283, 0.1736234
284, 0.1767562
285, 0.1728403
286, 0.1704907
287, 0.1693942
288, 0.1684543
289, 0.1684543
290, 0.1679844
291, 0.1673579
292, 0.1678278
293, 0.1684543
294, 0.1675145
295, 0.1678278
296, 0.1678278
297, 0.1682977
298, 0.1673579
299, 0.1672012
300, 0.1672012
301, 0.166888
302, 0.1667313
303, 0.1670446
304, 0.1672012
305, 0.1667313
306, 0.166888
307, 0.1661048
308, 0.1661048
309, 0.1653215
310, 0.1656348
311, 0.1667313
312, 0.1665747
313, 0.166888
314, 0.166418
315, 0.1665747
316, 0.166888
317, 0.1659481
318, 0.1657915
319, 0.1672012
320, 0.1654782
321, 0.1648516
322, 0.1653215
323, 0.1659481
324, 0.1659481
325, 0.1656348
326, 0.1654782
327, 0.1656348
328, 0.1654782
329, 0.164695
330, 0.1653215
