Experiment:, Cathode characterisation
Start date:, ?tvrtek 27. dubna 2023
Start time:, 15:46:23 +02:00
Time (s), Current Density (A/cm2)
901, -0.2388975
902, 0.02262319
903, 0.02215327
904, 0.02137007
905, 0.02121343
906, 0.02058687
907, 0.02121343
908, 0.02090015
909, 0.02058687
910, 0.01996032
911, 0.02043023
912, 0.02074351
913, 0.02215327
914, 0.02137007
915, 0.01980368
916, 0.01964704
917, 0.01996032
918, 0.02011696
919, 0.0202736
920, 0.02074351
921, 0.02011696
922, 0.01980368
923, 0.0202736
924, 0.02011696
925, 0.02011696
926, 0.02043023
927, 0.0202736
928, 0.02011696
929, 0.02058687
930, 0.02121343
931, 0.02058687
932, 0.02043023
933, 0.0202736
934, 0.02074351
935, 0.02137007
936, 0.02199663
937, 0.02074351
938, 0.0202736
939, 0.02011696
940, 0.0202736
941, 0.01996032
942, 0.02043023
943, 0.0202736
944, 0.0202736
945, 0.02058687
946, 0.0202736
947, 0.02074351
948, 0.02121343
949, 0.02074351
950, 0.02058687
951, 0.02058687
952, 0.0202736
953, 0.02090015
954, 0.02121343
955, 0.02121343
956, 0.02215327
957, 0.02074351
958, 0.02043023
959, 0.02074351
960, 0.02011696
961, 0.02043023
962, 0.02043023
963, 0.02105679
964, 0.02090015
965, 0.02121343
966, 0.02090015
967, 0.02058687
968, 0.02090015
969, 0.02043023
970, 0.01996032
971, 0.02074351
972, 0.02121343
973, 0.02168335
974, 0.02152671
975, 0.0223099
976, 0.02137007
977, 0.02137007
978, 0.02074351
979, 0.02058687
980, 0.01996032
981, 0.02058687
982, 0.02137007
983, 0.02152671
984, 0.02137007
985, 0.02137007
986, 0.02121343
987, 0.02121343
988, 0.02137007
989, 0.02074351
990, 0.02152671
991, 0.02121343
992, 0.0223099
993, 0.02105679
994, 0.02074351
995, 0.02074351
996, 0.02043023
997, 0.02058687
998, 0.0202736
999, 0.01980368
1000, 0.02043023
1001, 0.02152671
1002, 0.02183999
1003, 0.02105679
1004, 0.02152671
1005, 0.02215327
1006, 0.02262319
1007, 0.02246655
1008, 0.02215327
1009, 0.02168335
1010, 0.02183999
1011, 0.02152671
1012, 0.02137007
1013, 0.02137007
1014, 0.02183999
1015, 0.02215327
1016, 0.02137007
1017, 0.02246655
1018, 0.02246655
1019, 0.0230931
1020, 0.02324974
