Experiment:, EIS
Start date:, st?eda 4. ??jna 2023
Start time:, 17:44:38 +02:00
Time (s), Voltage (V)
401, 0.4980476
402, 0.4993116
403, 0.4993116
404, 0.4993116
405, 0.4993116
406, 0.4994696
407, 0.4993116
408, 0.4993116
409, 0.4993116
410, 0.4993116
411, 0.4993116
412, 0.4993116
413, 0.4993116
414, 0.4993116
415, 0.4993116
416, 0.4993116
417, 0.4993116
418, 0.4993116
419, 0.4993116
420, 0.4993116
421, 0.4993116
422, 0.4993116
423, 0.4993116
424, 0.4993116
425, 0.4993116
426, 0.4993116
427, 0.4993116
428, 0.4991536
429, 0.4993116
430, 0.4993116
431, 0.4993116
432, 0.4993116
433, 0.4993116
434, 0.4993116
435, 0.4993116
436, 0.4993116
437, 0.4993116
438, 0.4993116
439, 0.4993116
440, 0.4993116
441, 0.4993116
442, 0.4993116
443, 0.4993116
444, 0.4991536
445, 0.4993116
446, 0.4991536
447, 0.4993116
448, 0.4993116
449, 0.4991536
450, 0.4991536
451, 0.4993116
452, 0.4993116
453, 0.4991536
454, 0.4993116
455, 0.4993116
456, 0.4993116
457, 0.4993116
458, 0.4993116
459, 0.4993116
460, 0.4991536
461, 0.4991536
462, 0.4993116
462, 0.4993116
462, 0.4993116
462, 0.4993116
463, 0.4993116
463, 0.4993116
463, 0.4993116
463, 0.4993116
464, 0.4994696
464, 0.4994696
464, 0.4994696
465, 0.4993116
465, 0.4993116
465, 0.4993116
465, 0.4993116
466, 0.4899898
466, 0.4899898
466, 0.4899898
467, 0.5920551
467, 0.5920551
467, 0.5920551
467, 0.5920551
468, 0.5004175
468, 0.5004175
468, 0.5004175
469, 0.5042095
469, 0.5042095
469, 0.5042095
469, 0.5042095
470, 0.4997856
470, 0.4997856
470, 0.4997856
470, 0.4997856
470, 0.4997856
471, 0.5004175
471, 0.5004175
471, 0.5004175
471, 0.5004175
471, 0.5004175
471, 0.5004175
472, 0.5034195
472, 0.5034195
472, 0.5034195
472, 0.5034195
473, 0.4931498
473, 0.4931498
474, 0.4980476
474, 0.4980476
475, 0.5441824
476, 0.5133732
477, 0.5640898
478, 0.4999436
479, 0.4999436
480, 0.483196
481, 0.4931498
482, 0.5299627
483, 0.4680285
484, 0.517639
485, 0.482406
486, 0.4677125
487, 0.4825641
488, 0.5170071
489, 0.483038
490, 0.5177971
491, 0.4585487
492, 0.5528721
493, 0.4443291
494, 0.5173231
495, 0.5157431
496, 0.4427491
497, 0.5397585
498, 0.5255389
499, 0.4370613
500, 0.4877779
501, 0.5621939
502, 0.5110033
503, 0.4356393
504, 0.4624986
505, 0.5391265
506, 0.5628259
507, 0.4985216
508, 0.4372193
509, 0.4443291
510, 0.5018395
511, 0.558718
512, 0.5609299
513, 0.5081593
514, 0.448437
515, 0.4305834
516, 0.4568107
517, 0.5059474
518, 0.555084
519, 0.5685138
520, 0.5411804
521, 0.4904639
522, 0.446067
523, 0.4302675
524, 0.4416431
525, 0.4779822
526, 0.520167
527, 0.555084
528, 0.5694617
529, 0.55777
530, 0.522221
531, 0.4794042
532, 0.4718203
