Experiment:, Cathode characterisation
Start date:, st?eda 19. dubna 2023
Start time:, 14:26:40 +02:00
Time (s), Current Density (A/cm2)
901, -0.2154433
902, 0.0406367
903, 0.04001015
904, 0.0398535
905, 0.03938359
906, 0.03907031
907, 0.03891367
908, 0.03860039
909, 0.03860039
910, 0.03828711
911, 0.03766055
912, 0.03766055
913, 0.03844375
914, 0.03907031
915, 0.03891367
916, 0.03875703
917, 0.03813047
918, 0.03750391
919, 0.03734728
920, 0.03734728
921, 0.037034
922, 0.03797383
923, 0.03734728
924, 0.03734728
925, 0.03797383
926, 0.03797383
927, 0.03844375
928, 0.03766055
929, 0.03844375
930, 0.03844375
931, 0.03828711
932, 0.03844375
933, 0.03860039
934, 0.03844375
935, 0.0378172
936, 0.03687736
937, 0.03656408
938, 0.03734728
939, 0.03828711
940, 0.03766055
941, 0.03813047
942, 0.03860039
943, 0.03750391
944, 0.03719064
945, 0.0378172
946, 0.03891367
947, 0.03891367
948, 0.0378172
949, 0.03719064
950, 0.03687736
951, 0.03687736
952, 0.0378172
953, 0.0378172
954, 0.03797383
955, 0.03766055
956, 0.0378172
957, 0.03860039
958, 0.03766055
959, 0.0378172
960, 0.03844375
961, 0.03813047
962, 0.0378172
963, 0.03844375
964, 0.03860039
965, 0.03813047
966, 0.037034
967, 0.03734728
968, 0.0378172
969, 0.03828711
970, 0.037034
971, 0.03750391
972, 0.03766055
973, 0.03750391
974, 0.03734728
975, 0.03766055
976, 0.03766055
977, 0.03750391
978, 0.0378172
979, 0.0378172
980, 0.0378172
981, 0.03844375
982, 0.03750391
983, 0.03797383
984, 0.0378172
985, 0.03813047
986, 0.03734728
987, 0.0378172
988, 0.03922695
989, 0.03954023
990, 0.03922695
991, 0.03813047
992, 0.03844375
993, 0.03844375
994, 0.03860039
995, 0.03766055
996, 0.03844375
997, 0.03875703
998, 0.03844375
999, 0.03891367
1000, 0.03875703
1001, 0.03844375
1002, 0.03875703
1003, 0.03875703
1004, 0.03907031
1005, 0.03875703
1006, 0.03891367
1007, 0.03907031
1008, 0.03891367
1009, 0.03875703
1010, 0.03938359
1011, 0.03954023
1012, 0.04001015
1013, 0.04016678
1014, 0.04032342
1015, 0.04001015
1016, 0.03954023
1017, 0.03891367
1018, 0.03922695
1019, 0.03938359
1020, 0.03938359
