Experiment:, EIS
Start date:, ?tvrtek 21. z??? 2023
Start time:, 15:28:40 +02:00
Time (s), Frequency (Hz), Z' (Ohm), Z'' (Ohm), Voltage (V)
486.0,79432.82,0.01652747,-0.001070481,0.5991648
487.0,31622.77,0.04200142,0.004623754,0.5990069
487.0,25118.86,0.04525322,-0.004212344,0.5990069
488.0,19952.62,0.001579243,-0.002230416,0.6009029
488.0,15848.93,0.004426977,0.002503503,0.6009029
488.0,12589.25,0.02061352,-0.001358052,0.6009029
488.0,9999.997,0.001016718,-0.002200304,0.6009029
489.0,7943.28,0.01306964,0.003731604,0.5980589
489.0,6309.571,0.007670942,0.002748971,0.5980589
489.0,5011.871,0.005791708,0.01213348,0.5980589
489.0,3981.07,0.005809322,-0.01124651,0.5980589
490.0,3162.276,0.00769499,-0.00578483,0.5994809
490.0,2511.885,0.008172268,-0.005277304,0.5994809
490.0,1995.261,0.01030557,-0.006376276,0.5994809
491.0,1584.892,0.01029161,-0.00669446,0.5907911
491.0,1258.925,0.01114805,-0.008024802,0.5907911
491.0,999.9994,0.01208526,-0.008579887,0.5907911
491.0,794.3277,0.01520278,-0.01103462,0.5907911
492.0,630.9569,0.0160209,-0.0124727,0.5988489
492.0,501.1869,0.01721827,-0.01448033,0.5988489
492.0,398.1069,0.01856205,-0.01656363,0.5988489
492.0,316.2275,0.02041751,-0.0193258,0.5988489
492.0,251.1884,0.02087539,-0.02701422,0.5988489
492.0,199.5261,0.02771533,-0.02162898,0.5988489
493.0,158.4892,0.02284218,-0.02536291,0.6034307
493.0,125.8924,0.03356246,-0.03336724,0.6034307
493.0,99.99991,0.03313382,-0.02731872,0.6034307
493.0,79.43275,0.04810908,-0.03427812,0.6034307
494.0,63.09567,0.04499422,-0.03333852,0.5988489
494.0,50.11867,0.04118926,-0.04671001,0.5988489
494.0,39.81068,0.04995186,-0.05266154,0.5988489
494.0,31.62274,0.05493326,-0.06062861,0.5988489
494.0,25.11884,0.04699721,-0.05445569,0.5988489
495.0,19.9526,0.07402046,-0.08354198,0.596005
495.0,12.58924,0.1087776,-0.08690223,0.596005
495.0,9.999988,0.115803,-0.06580311,0.596005
495.0,6.309565,0.101665,-0.04331679,0.596005
496.0,3.162273,0.2076908,-0.04540665,0.5980589
497.0,2.511883,0.2033681,-0.06252068,0.6058007
497.0,1.995259,0.2279256,-0.07359983,0.6058007
498.0,1.584891,0.2227477,-0.03607742,0.5898432
499.0,1.258924,0.2310631,-0.03138778,0.5900012
500.0,0.999998,0.2403767,-0.02895138,0.5982169
501.0,0.794327,0.2351973,-0.03370884,0.6151224
508.0,0.630956,0.2479668,-0.0248039,0.559508
512.0,0.501186,0.2315874,-0.01136711,0.5520822
514.0,0.398106,0.2432804,0.01739581,0.5775194
518.0,0.316227,0.2565321,-0.006184246,0.5561901
522.0,0.251188,0.2557274,-0.007735758,0.5528721
527.0,0.199526,0.2458717,-0.00584227,0.5509762
533.0,0.158489,0.2589183,-0.005067872,0.5408645
541.0,0.125892,0.230099,-0.0312916,0.5430764
551.0,0.1,0.2647931,-0.008620435,0.5505022
