Experiment:, Cathode characterisation
Start date:, ?tvrtek 9. ?nora 2023
Start time:, 17:00:43 +01:00
Time (s), Current Density (A/cm2)
507, -0.02624636
508, 0.005079586
509, 0.005236226
510, 0.006176061
511, 0.006645979
512, 0.004922947
513, 0.001320244
514, -0.002595739
515, -0.006041803
516, -0.01293393
517, -0.01246401
518, -0.02139245
519, -0.02452523
520, -0.03000761
521, -0.03455015
522, -0.03768294
523, -0.03846613
524, -0.0359599
525, -0.03361031
526, -0.02546507
527, -0.01966942
528, -0.02264556
529, -0.0184163
530, -0.01152418
531, -0.001969181
532, -0.003535574
533, -0.006981638
534, -0.009801145
535, -0.008861309
536, -0.01011442
537, -0.0104277
538, -0.01011442
539, -0.01371712
540, -0.008548032
541, -0.008861309
542, -0.006041803
543, -0.004788687
544, -0.005258605
545, -0.006355081
546, -0.005258605
547, -0.005728523
548, -0.005885163
549, -0.006355081
550, -0.006355081
551, -0.005885163
552, -0.005728523
553, -0.005728523
554, -0.004945328
555, -0.005101965
556, -0.00447541
557, -0.003535574
558, -0.002909017
559, -0.003065657
560, -0.003222294
561, -0.003535574
562, -0.00447541
563, -0.005258605
564, -0.007451556
565, -0.007294916
566, -0.008078114
567, -0.007921474
568, -0.006981638
569, -0.005258605
570, -0.005258605
571, -0.004788687
572, -0.003692212
573, -0.002752376
574, -0.003222294
575, -0.002752376
576, -0.001969181
577, -0.001342623
578, -0.001185984
579, 6.71298e-05
580, -0.0002461479
581, 0.0002237698
582, -0.001969181
583, -0.002282459
584, -0.00431877
585, -0.002909017
586, -0.002752376
587, -0.001499263
588, -0.001969181
589, -0.001185984
590, -0.001969181
591, -0.001185984
592, -0.0005594268
593, 6.71298e-05
594, 0.0005370475
595, 0.002260081
596, 0.002103441
597, 0.001633523
598, 0.001163605
599, 6.71298e-05
600, -0.001029345
601, -0.001342623
602, -0.002125819
603, -0.001029345
604, -0.0002461479
605, -0.0002461479
606, 0.0005370475
607, 0.0002237698
608, 0.001790162
609, 0.002573358
610, 0.002103441
611, 0.002260081
612, 0.003199915
613, 6.71298e-05
614, -0.0002461479
615, 0.0008503264
616, 0.001320244
617, 0.001163605
618, 0.001006966
619, 0.001790162
620, 0.001320244
621, 0.001790162
622, 0.0006936875
623, 0.0003804087
624, 0.0005370475
625, 0.001790162
626, 0.002103441
