Experiment:, Cathode characterisation
Start date:, ?ter? 26. z??? 2023
Start time:, 13:38:02 +02:00
Time (s), Current Density (A/cm2)
901, -0.2310794
902, 0.04549251
903, 0.04455268
904, 0.0450226
905, 0.0450226
906, 0.04611908
907, 0.04533588
908, 0.04470932
909, 0.04392612
910, 0.04392612
911, 0.04439604
912, 0.04376949
913, 0.04455268
914, 0.04470932
915, 0.04470932
916, 0.04486596
917, 0.04455268
918, 0.04408276
919, 0.04439604
920, 0.04408276
921, 0.04361285
922, 0.04408276
923, 0.04455268
924, 0.04486596
925, 0.04408276
926, 0.04423941
927, 0.04408276
928, 0.04486596
929, 0.04470932
930, 0.04486596
931, 0.04439604
932, 0.0450226
933, 0.04423941
934, 0.04486596
935, 0.04392612
936, 0.04408276
937, 0.04361285
938, 0.04423941
939, 0.04423941
940, 0.04439604
941, 0.04455268
942, 0.0450226
943, 0.04423941
944, 0.04376949
945, 0.04408276
946, 0.04345621
947, 0.04361285
948, 0.04376949
949, 0.04361285
950, 0.04423941
951, 0.04470932
952, 0.04455268
953, 0.04408276
954, 0.04392612
955, 0.04345621
956, 0.04282965
957, 0.04345621
958, 0.04361285
959, 0.04329957
960, 0.04329957
961, 0.04376949
962, 0.04345621
963, 0.04345621
964, 0.04314293
965, 0.04282965
966, 0.04314293
967, 0.04329957
968, 0.04376949
969, 0.04455268
970, 0.04423941
971, 0.04439604
972, 0.04439604
973, 0.04423941
974, 0.04533588
975, 0.04643235
976, 0.04611908
977, 0.04564916
978, 0.04361285
979, 0.04392612
980, 0.04408276
981, 0.04455268
982, 0.04439604
983, 0.04486596
984, 0.0450226
985, 0.04517924
986, 0.04549251
987, 0.04533588
988, 0.04486596
989, 0.04533588
990, 0.04549251
991, 0.04549251
992, 0.04549251
993, 0.04517924
994, 0.04486596
995, 0.04564916
996, 0.0458058
997, 0.04564916
998, 0.0450226
999, 0.04549251
1000, 0.04737219
1001, 0.0458058
1002, 0.0458058
1003, 0.04564916
1004, 0.04517924
1005, 0.04596243
1006, 0.04533588
1007, 0.04517924
1008, 0.04549251
1009, 0.04564916
1010, 0.04596243
1011, 0.0458058
1012, 0.04533588
1013, 0.04517924
1014, 0.0450226
1015, 0.04549251
1016, 0.0458058
1017, 0.04564916
1018, 0.04596243
1019, 0.04643235
1020, 0.0458058
