Experiment:, Cathode characterisation
Start date:, st?eda 19. ??jna 2022
Start time:, 15:32:08 +02:00
Time (s), Current Density (A/cm2)
559, -0.06533666
560, 0.02222558
561, 0.01753473
562, 0.01440752
563, 0.02011696
564, 0.01996032
565, 0.02011696
566, 0.0187072
567, 0.01839392
568, 0.01729745
569, 0.01745409
570, 0.01761073
571, 0.01745409
572, 0.01651425
573, 0.01714081
574, 0.01745409
575, 0.01729745
576, 0.01917712
577, 0.01808065
578, 0.01792401
579, 0.01745409
580, 0.01682753
581, 0.01682753
582, 0.01682753
583, 0.01651425
584, 0.01573106
585, 0.01651425
586, 0.01729745
587, 0.01698417
588, 0.01682753
589, 0.01667089
590, 0.01667089
591, 0.01682753
592, 0.01729745
593, 0.01682753
594, 0.01604434
595, 0.01745409
596, 0.01620097
597, 0.01698417
598, 0.01933376
599, 0.01729745
600, 0.0187072
601, 0.01855056
602, 0.01698417
603, 0.0158877
604, 0.01620097
605, 0.01635761
606, 0.01651425
607, 0.01698417
608, 0.01729745
609, 0.01792401
610, 0.01761073
611, 0.01682753
612, 0.01573106
613, 0.0151045
614, 0.01620097
615, 0.01526114
616, 0.008995568
617, 0.01463458
618, 0.01369475
619, 0.01353811
620, 0.01353811
621, 0.01573106
622, 0.01494786
623, 0.01541778
624, 0.01541778
625, 0.01526114
626, 0.01463458
627, 0.01557442
628, 0.01479122
629, 0.01463458
630, 0.01322483
631, 0.01573106
632, 0.01526114
633, 0.01714081
634, 0.01792401
635, 0.01682753
636, 0.01792401
637, 0.01620097
638, 0.01573106
639, 0.01463458
640, 0.01557442
641, 0.01620097
642, 0.01667089
643, 0.01635761
644, 0.01620097
645, 0.01682753
646, 0.01729745
647, 0.01745409
648, 0.01761073
649, 0.01745409
650, 0.01823729
651, 0.01855056
652, 0.01808065
653, 0.01776737
654, 0.01823729
655, 0.01682753
656, 0.01745409
657, 0.01792401
658, 0.01635761
659, 0.0158877
660, 0.01463458
661, 0.01635761
662, 0.01635761
663, 0.01714081
664, 0.01839392
665, 0.01776737
666, 0.01792401
667, 0.01839392
668, 0.01808065
669, 0.01761073
670, 0.0187072
671, 0.01729745
672, 0.01745409
673, 0.01839392
674, 0.01776737
675, 0.01808065
676, 0.01839392
677, 0.01886384
678, 0.0187072
