Experiment:, Cathode characterisation
Start date:, ?ter? 30. ledna 2024
Start time:, 14:12:18 +01:00
Time (s), Current Density (A/cm2)
869, -0.1216266
870, 0.03891367
871, 0.03828711
872, 0.0378172
873, 0.03797383
874, 0.03734728
875, 0.03719064
876, 0.037034
877, 0.03640744
878, 0.03593753
879, 0.03719064
880, 0.037034
881, 0.03640744
882, 0.0354676
883, 0.03562424
884, 0.03609416
885, 0.03640744
886, 0.03687736
887, 0.03640744
888, 0.0354676
889, 0.0354676
890, 0.03578088
891, 0.0362508
892, 0.0354676
893, 0.0354676
894, 0.03531097
895, 0.0362508
896, 0.03593753
897, 0.03609416
898, 0.03609416
899, 0.0362508
900, 0.03640744
901, 0.03562424
902, 0.03593753
903, 0.03609416
904, 0.03562424
905, 0.03672072
906, 0.03656408
907, 0.03578088
908, 0.03578088
909, 0.03578088
910, 0.037034
911, 0.03640744
912, 0.0362508
913, 0.03593753
914, 0.03578088
915, 0.0354676
916, 0.03531097
917, 0.0354676
918, 0.03531097
919, 0.03609416
920, 0.0362508
921, 0.03562424
922, 0.03656408
923, 0.03672072
924, 0.037034
925, 0.03656408
926, 0.03609416
927, 0.0362508
928, 0.03593753
929, 0.0362508
930, 0.03609416
931, 0.03578088
932, 0.03593753
933, 0.03593753
934, 0.03578088
935, 0.03672072
936, 0.03593753
937, 0.03640744
938, 0.03578088
939, 0.03593753
940, 0.03562424
941, 0.03562424
942, 0.03609416
943, 0.03593753
944, 0.03609416
945, 0.0362508
946, 0.03593753
947, 0.03593753
948, 0.03562424
949, 0.03640744
950, 0.0354676
951, 0.03672072
952, 0.037034
953, 0.03578088
954, 0.03687736
955, 0.03562424
956, 0.03578088
957, 0.03562424
958, 0.03656408
959, 0.03578088
960, 0.03593753
961, 0.03640744
962, 0.03578088
963, 0.03593753
964, 0.03578088
965, 0.0354676
966, 0.03562424
967, 0.03578088
968, 0.03515432
969, 0.03562424
970, 0.037034
971, 0.03860039
972, 0.03734728
973, 0.03656408
974, 0.03593753
975, 0.03562424
976, 0.03609416
977, 0.03593753
978, 0.03578088
979, 0.03609416
980, 0.03672072
981, 0.03656408
982, 0.0362508
983, 0.03640744
984, 0.03640744
985, 0.03656408
986, 0.03640744
987, 0.03578088
988, 0.03562424
