Experiment:, EIS
Start date:, ?tvrtek 21. z??? 2023
Start time:, 14:33:37 +02:00
Time (s), Frequency (Hz), Z' (Ohm), Z'' (Ohm), Voltage (V)
342.0,79432.82,0.001827381,0.0007274834,0.6994922
342.0,63095.73,0.002619906,0.000915227,0.6994922
342.0,50118.72,0.00396681,0.000474826,0.6994922
342.0,39810.71,0.002960304,5.046022e-05,0.6994922
343.0,31622.77,0.003424118,-0.0001158982,0.6994922
343.0,25118.86,0.003786141,-0.0003382516,0.6994922
343.0,19952.62,0.003991468,-0.0004137746,0.6994922
343.0,15848.93,0.00412713,-0.0005464766,0.6994922
344.0,12589.25,0.004307971,-0.0006737881,0.6994922
344.0,9999.997,0.004419263,-0.0007899943,0.6994922
344.0,7943.28,0.004540635,-0.0008849743,0.6994922
345.0,6309.571,0.004668185,-0.001002284,0.6994922
345.0,5011.871,0.00475379,-0.001131536,0.6994922
345.0,3981.07,0.004849538,-0.001303941,0.6994922
345.0,3162.276,0.004950352,-0.001517518,0.6994922
346.0,2511.885,0.005064431,-0.00178478,0.7010721
346.0,1995.261,0.005163093,-0.002109217,0.7010721
346.0,1584.892,0.005297042,-0.002524219,0.7010721
347.0,1258.925,0.005429625,-0.002998483,0.6961742
347.0,999.9994,0.005624179,-0.003567441,0.6961742
347.0,794.3277,0.005889533,-0.004301334,0.6961742
347.0,630.9569,0.006237034,-0.005178717,0.6961742
347.0,501.1869,0.006681993,-0.006227827,0.6961742
347.0,398.1069,0.007272206,-0.007460975,0.6961742
348.0,316.2275,0.00802604,-0.00890834,0.7002821
348.0,251.1884,0.009050176,-0.01059602,0.7002821
348.0,199.5261,0.01040026,-0.01251469,0.7002821
348.0,158.4892,0.01215152,-0.01461128,0.7002821
348.0,125.8924,0.01440447,-0.0168337,0.7002821
348.0,99.99991,0.01724244,-0.01909077,0.7002821
349.0,79.43275,0.02070536,-0.02118288,0.6999661
349.0,63.09567,0.02482309,-0.02294093,0.6999661
349.0,50.11867,0.02948329,-0.0241491,0.6999661
349.0,39.81068,0.03447811,-0.02461218,0.6999661
349.0,31.62274,0.03954936,-0.02425229,0.6999661
349.0,25.11884,0.0443696,-0.02313529,0.6999661
350.0,19.9526,0.04871805,-0.02121005,0.6975962
350.0,15.84891,0.05225166,-0.01896809,0.6975962
350.0,12.58924,0.05513727,-0.01650052,0.6975962
350.0,9.999988,0.05727816,-0.01399686,0.6975962
350.0,7.943272,0.05900984,-0.01177112,0.6975962
351.0,6.309565,0.0600688,-0.009806851,0.70281
351.0,5.011866,0.06089319,-0.007982244,0.70281
351.0,3.981066,0.06133609,-0.006475586,0.70281
351.0,3.162273,0.06192823,-0.005202554,0.70281
352.0,2.511883,0.0621119,-0.004185668,0.7007561
352.0,1.995259,0.0621427,-0.003247152,0.7007561
353.0,1.584891,0.0622884,-0.002574387,0.6914344
354.0,1.258924,0.06226138,-0.001973199,0.7105519
355.0,0.999998,0.06219644,-0.001398284,0.6971222
356.0,0.794327,0.06217035,-0.001020458,0.6866945
358.0,0.630956,0.0620913,-0.000636082,0.6917503
360.0,0.501186,0.06194901,-0.000340656,0.6942783
363.0,0.398106,0.06183159,-3.896366e-05,0.7511567
366.0,0.316227,0.06172523,3.827856e-05,0.739307
370.0,0.251188,0.0616304,0.0001941765,0.741835
375.0,0.199526,0.06163882,0.0003478218,0.742309
381.0,0.158489,0.06163763,0.0003712261,0.7269834
389.0,0.125892,0.0616061,0.00045433,0.7348832
399.0,0.1,0.06178494,0.0004530871,0.7339352
