Experiment:, Cathode characterisation
Start date:, ?ter? 30. ledna 2024
Start time:, 15:19:45 +01:00
Time (s), Current Density (A/cm2)
901, -0.04500969
902, 0.01839392
903, 0.01980368
904, 0.01980368
905, 0.01839392
906, 0.01761073
907, 0.01745409
908, 0.01729745
909, 0.01776737
910, 0.01761073
911, 0.01745409
912, 0.01823729
913, 0.01745409
914, 0.01745409
915, 0.01714081
916, 0.01682753
917, 0.01667089
918, 0.01714081
919, 0.01635761
920, 0.01729745
921, 0.01682753
922, 0.01839392
923, 0.01855056
924, 0.01714081
925, 0.01823729
926, 0.01761073
927, 0.01776737
928, 0.01808065
929, 0.01761073
930, 0.01729745
931, 0.01823729
932, 0.01761073
933, 0.01808065
934, 0.0187072
935, 0.01776737
936, 0.01839392
937, 0.01776737
938, 0.01823729
939, 0.01839392
940, 0.01855056
941, 0.01886384
942, 0.01808065
943, 0.01714081
944, 0.01855056
945, 0.01776737
946, 0.01839392
947, 0.01792401
948, 0.01698417
949, 0.01729745
950, 0.01761073
951, 0.01776737
952, 0.01729745
953, 0.01745409
954, 0.01761073
955, 0.01714081
956, 0.0143213
957, 0.01729745
958, 0.01745409
959, 0.01823729
960, 0.01980368
961, 0.01823729
962, 0.01902048
963, 0.0187072
964, 0.0194904
965, 0.02011696
966, 0.01964704
967, 0.01902048
968, 0.01808065
969, 0.01714081
970, 0.01792401
971, 0.01761073
972, 0.01776737
973, 0.01776737
974, 0.01761073
975, 0.01745409
976, 0.01808065
977, 0.01808065
978, 0.01823729
979, 0.01839392
980, 0.01902048
981, 0.01839392
982, 0.01808065
983, 0.01698417
984, 0.01682753
985, 0.01792401
986, 0.01714081
987, 0.01698417
988, 0.01761073
989, 0.01761073
990, 0.01823729
991, 0.0151045
992, 0.01682753
993, 0.01761073
994, 0.01792401
995, 0.02011696
996, 0.0194904
997, 0.01933376
998, 0.01839392
999, 0.01855056
1000, 0.01729745
1001, 0.01808065
1002, 0.01761073
1003, 0.01808065
1004, 0.01980368
1005, 0.01996032
1006, 0.0194904
1007, 0.01980368
1008, 0.0202736
1009, 0.0202736
1010, 0.01964704
1011, 0.01839392
1012, 0.01792401
1013, 0.01792401
1014, 0.01855056
1015, 0.01886384
1016, 0.01902048
1017, 0.0194904
1018, 0.01933376
1019, 0.01964704
1020, 0.01917712
