Experiment:, Cathode characterisation
Start date:, ?ter? 23. kv?tna 2023
Start time:, 13:17:04 +02:00
"Time (s)", "Current Density (A/cm2)"
"16", "-0,02780998"
"17", "0,07290439"
"18", "0,07243447"
"19", "0,0721212"
"20", "0,07149464"
"21", "0,07039816"
"22", "0,06992824"
"23", "0,06961497"
"24", "0,07024152"
"25", "0,07102472"
"26", "0,07086808"
"27", "0,07071144"
"28", "0,07165127"
"29", "0,07274775"
"30", "0,07321767"
"31", "0,07290439"
"32", "0,0721212"
"33", "0,07196455"
"34", "0,07227783"
"35", "0,07243447"
"36", "0,07259111"
"37", "0,07243447"
"38", "0,07274775"
"39", "0,07337431"
"40", "0,07321767"
"41", "0,07321767"
"42", "0,07290439"
"43", "0,07227783"
"44", "0,0721212"
"45", "0,07227783"
"46", "0,07259111"
"47", "0,07321767"
"48", "0,07259111"
"49", "0,07086808"
"50", "0,07165127"
"51", "0,07321767"
"52", "0,07321767"
"53", "0,07353094"
"54", "0,07400087"
"55", "0,07400087"
"56", "0,07290439"
"57", "0,07321767"
"58", "0,07243447"
"59", "0,07290439"
"60", "0,07227783"
"61", "0,071338"
"62", "0,0705548"
"63", "0,07118136"
"64", "0,07227783"
"65", "0,07259111"
"66", "0,07259111"
"67", "0,07274775"
"68", "0,07259111"
"69", "0,07165127"
"70", "0,07196455"
"71", "0,07180792"
"72", "0,07071144"
"73", "0,07086808"
"74", "0,06914505"
"75", "0,06992824"
"76", "0,07180792"
"77", "0,07071144"
"78", "0,07149464"
"79", "0,07259111"
"80", "0,07149464"
"81", "0,07196455"
"82", "0,07337431"
"83", "0,07321767"
"84", "0,07259111"
"85", "0,07118136"
"86", "0,07196455"
"87", "0,0721212"
"88", "0,0705548"
"89", "0,07306103"
"90", "0,07243447"
"91", "0,07368759"
"92", "0,07259111"
"93", "0,07431415"
"94", "0,07290439"
"95", "0,07259111"
"96", "0,07259111"
"97", "0,07259111"
"98", "0,07259111"
"99", "0,07306103"
"100", "0,07149464"
"101", "0,07243447"
"102", "0,0721212"
"103", "0,07243447"
"104", "0,07353094"
"105", "0,07306103"
"106", "0,07447078"
"107", "0,07447078"
"108", "0,07337431"
"109", "0,07478406"
"110", "0,07478406"
"111", "0,07337431"
"112", "0,07447078"
"113", "0,07525398"
"114", "0,07462742"
"115", "0,07478406"
"116", "0,06648218"
"117", "0,07290439"
"118", "0,07306103"
"119", "0,07086808"
"120", "0,07086808"
"121", "0,07165127"
"122", "0,07180792"
"123", "0,07102472"
"124", "0,07024152"
"125", "0,06930169"
"126", "0,06851849"
"127", "0,06742202"
"128", "0,06726538"
"129", "0,06742202"
"130", "0,06695209"
"131", "0,06867513"
"132", "0,0697716"
"133", "0,07039816"
"134", "0,07071144"
"135", "0,07274775"
