Experiment:, EIS
Start date:, p?tek 27. ??jna 2023
Start time:, 12:23:05 +02:00
"Time (s)", "Voltage (V)"
"517", "0,3988263"
"518", "0,3997743"
"519", "0,3997743"
"520", "0,3996163"
"521", "0,3996163"
"522", "0,3997743"
"523", "0,3997743"
"524", "0,3996163"
"525", "0,3997743"
"526", "0,3997743"
"527", "0,3997743"
"528", "0,3997743"
"529", "0,3997743"
"530", "0,3997743"
"531", "0,3996163"
"532", "0,3996163"
"533", "0,3996163"
"534", "0,3996163"
"535", "0,3996163"
"536", "0,3996163"
"537", "0,3997743"
"538", "0,3996163"
"539", "0,3996163"
"540", "0,3997743"
"541", "0,3997743"
"542", "0,3997743"
"543", "0,3997743"
"544", "0,3997743"
"545", "0,3997743"
"546", "0,3997743"
"547", "0,3997743"
"548", "0,3997743"
"549", "0,3997743"
"550", "0,3997743"
"551", "0,3997743"
"552", "0,3997743"
"553", "0,3997743"
"554", "0,3997743"
"555", "0,3997743"
"556", "0,3997743"
"557", "0,3997743"
"558", "0,3996163"
"559", "0,3997743"
"560", "0,3996163"
"561", "0,3997743"
"562", "0,3997743"
"563", "0,3997743"
"564", "0,3997743"
"565", "0,3997743"
"566", "0,3997743"
"567", "0,3997743"
"568", "0,3997743"
"569", "0,3997743"
"570", "0,3997743"
"571", "0,3997743"
"572", "0,3997743"
"573", "0,3997743"
"574", "0,3997743"
"575", "0,3997743"
"576", "0,3997743"
"577", "0,3997743"
"577", "0,3997743"
"577", "0,3997743"
"578", "0,3997743"
"578", "0,3997743"
"578", "0,3997743"
"579", "0,3996163"
"579", "0,3996163"
"579", "0,3996163"
"579", "0,3996163"
"580", "0,3996163"
"580", "0,3996163"
"580", "0,3996163"
"580", "0,3996163"
"581", "0,4002483"
"581", "0,4002483"
"581", "0,4002483"
"581", "0,4002483"
"582", "0,375601"
"582", "0,375601"
"582", "0,375601"
"582", "0,375601"
"582", "0,375601"
"583", "0,4008803"
"583", "0,4008803"
"583", "0,4008803"
"583", "0,4008803"
"583", "0,4008803"
"584", "0,3999323"
"584", "0,3999323"
"584", "0,3999323"
"584", "0,3999323"
"584", "0,3999323"
"584", "0,3999323"
"585", "0,3985103"
"585", "0,3985103"
"585", "0,3985103"
"585", "0,3985103"
"585", "0,3985103"
"586", "0,3980364"
"586", "0,3980364"
"586", "0,3980364"
"586", "0,3980364"
"586", "0,3980364"
"587", "0,3975624"
"587", "0,3975624"
"587", "0,3975624"
"588", "0,4078321"
"589", "0,3901366"
"589", "0,3901366"
"590", "0,3994583"
"591", "0,4034082"
"592", "0,4264756"
"593", "0,3763909"
"594", "0,4139939"
"595", "0,3857127"
"596", "0,4280555"
"597", "0,3498477"
"598", "0,4523869"
"599", "0,3858707"
"600", "0,3523756"
"601", "0,4519129"
"602", "0,4206297"
"603", "0,3397359"
"604", "0,3797088"
"605", "0,4601287"
"606", "0,4312155"
"607", "0,3542715"
"608", "0,3400519"
"609", "0,4078321"
"610", "0,4645525"
"611", "0,4405372"
"612", "0,3767069"
"613", "0,3337321"
"614", "0,3511116"
"615", "0,4128879"
"616", "0,4624986"
"617", "0,4572847"
"618", "0,4132039"
"619", "0,3612233"
"620", "0,3323101"
"621", "0,3432118"
"622", "0,3877666"
"623", "0,4394312"
"624", "0,4675545"
"625", "0,4571267"
"626", "0,4229997"
"627", "0,3801828"
"628", "0,3447918"
"629", "0,3302562"
"630", "0,3425798"
"631", "0,3763909"
"632", "0,4193658"
"633", "0,4545988"
"634", "0,4689764"
"635", "0,4241056"
