Experiment:, Cathode characterisation
Start date:, p?tek 31. b?ezna 2023
Start time:, 18:08:03 +02:00
"Time (s)", "Current Density (A/cm2)"
"901", "-0,04031888"
"902", "0,03562424"
"903", "0,03421449"
"904", "0,03343129"
"905", "0,03311801"
"906", "0,03311801"
"907", "0,03280474"
"908", "0,03233482"
"909", "0,0318649"
"910", "0,0318649"
"911", "0,03202154"
"912", "0,03155162"
"913", "0,03217818"
"914", "0,03249146"
"915", "0,03217818"
"916", "0,0326481"
"917", "0,03233482"
"918", "0,0326481"
"919", "0,0318649"
"920", "0,03170826"
"921", "0,03217818"
"922", "0,0318649"
"923", "0,03123834"
"924", "0,03139498"
"925", "0,03092507"
"926", "0,03092507"
"927", "0,03045515"
"928", "0,03061179"
"929", "0,0310817"
"930", "0,03139498"
"931", "0,0310817"
"932", "0,03014187"
"933", "0,03029851"
"934", "0,03092507"
"935", "0,03123834"
"936", "0,03139498"
"937", "0,03123834"
"938", "0,03061179"
"939", "0,03076843"
"940", "0,03076843"
"941", "0,03029851"
"942", "0,03029851"
"943", "0,03045515"
"944", "0,03139498"
"945", "0,03139498"
"946", "0,0310817"
"947", "0,03092507"
"948", "0,03092507"
"949", "0,03092507"
"950", "0,03076843"
"951", "0,03014187"
"952", "0,03076843"
"953", "0,03092507"
"954", "0,03061179"
"955", "0,03014187"
"956", "0,03029851"
"957", "0,03092507"
"958", "0,03092507"
"959", "0,0310817"
"960", "0,03061179"
"961", "0,03123834"
"962", "0,03092507"
"963", "0,03249146"
"964", "0,0326481"
"965", "0,0326481"
"966", "0,03249146"
"967", "0,03249146"
"968", "0,0326481"
"969", "0,03311801"
"970", "0,0326481"
"971", "0,03280474"
"972", "0,0326481"
"973", "0,0326481"
"974", "0,03311801"
"975", "0,03202154"
"976", "0,03202154"
"977", "0,03170826"
"978", "0,03202154"
"979", "0,03170826"
"980", "0,0318649"
"981", "0,0318649"
"982", "0,03280474"
"983", "0,03233482"
"984", "0,03249146"
"985", "0,03217818"
"986", "0,03249146"
"987", "0,03249146"
"988", "0,0326481"
"989", "0,03170826"
"990", "0,03092507"
"991", "0,0318649"
"992", "0,03170826"
"993", "0,03155162"
"994", "0,0310817"
"995", "0,03155162"
"996", "0,03139498"
"997", "0,0326481"
"998", "0,0326481"
"999", "0,03233482"
"1000", "0,03233482"
"1001", "0,0326481"
"1002", "0,03280474"
"1003", "0,03249146"
"1004", "0,0326481"
"1005", "0,03280474"
"1006", "0,03311801"
"1007", "0,0326481"
"1008", "0,03217818"
"1009", "0,03233482"
"1010", "0,0326481"
"1011", "0,0326481"
"1012", "0,03343129"
"1013", "0,03405785"
"1014", "0,03421449"
"1015", "0,03484105"
"1016", "0,03468441"
"1017", "0,03437113"
"1018", "0,03437113"
"1019", "0,03531097"
"1020", "0,03390121"
