Experiment:, Cathode characterisation
Start date:, st?eda 22. ?nora 2023
Start time:, 14:50:22 +01:00
"Time (s)", "Current Density (A/cm2)"
"638", "-0,07784553"
"639", "0,02998523"
"640", "0,02841884"
"641", "0,0282622"
"642", "0,02716572"
"643", "0,02575597"
"644", "0,0266958"
"645", "0,02638253"
"646", "0,02622589"
"647", "0,02544269"
"648", "0,02591261"
"649", "0,02544269"
"650", "0,02512941"
"651", "0,02481613"
"652", "0,02481613"
"653", "0,02418958"
"654", "0,02465949"
"655", "0,02465949"
"656", "0,02622589"
"657", "0,02653916"
"658", "0,02512941"
"659", "0,02356302"
"660", "0,02434622"
"661", "0,02465949"
"662", "0,02544269"
"663", "0,02481613"
"664", "0,02481613"
"665", "0,02434622"
"666", "0,02434622"
"667", "0,02356302"
"668", "0,02356302"
"669", "0,02293646"
"670", "0,0230931"
"671", "0,02246655"
"672", "0,02074351"
"673", "0,02215327"
"674", "0,02324974"
"675", "0,02121343"
"676", "0,02199663"
"677", "0,02058687"
"678", "0,02137007"
"679", "0,02183999"
"680", "0,0223099"
"681", "0,0230931"
"682", "0,0238763"
"683", "0,02403294"
"684", "0,02371966"
"685", "0,02528605"
"686", "0,02606925"
"687", "0,02622589"
"688", "0,02622589"
"689", "0,02653916"
"690", "0,02653916"
"691", "0,02763564"
"692", "0,02653916"
"693", "0,02653916"
"694", "0,02685244"
"695", "0,02638253"
"696", "0,02591261"
"697", "0,02622589"
"698", "0,02465949"
"699", "0,02465949"
"700", "0,02512941"
"701", "0,0238763"
"702", "0,02262319"
"703", "0,02528605"
"704", "0,02559933"
"705", "0,02559933"
"706", "0,02606925"
"707", "0,02622589"
"708", "0,02465949"
"709", "0,02434622"
"710", "0,02356302"
"711", "0,02293646"
"712", "0,02465949"
"713", "0,02591261"
"714", "0,02700908"
"715", "0,02638253"
"716", "0,02700908"
"717", "0,02653916"
"718", "0,02716572"
"719", "0,02638253"
"720", "0,02638253"
"721", "0,02528605"
"722", "0,02450286"
"723", "0,02512941"
"724", "0,02591261"
"725", "0,02559933"
"726", "0,02638253"
"727", "0,02575597"
"728", "0,02575597"
"729", "0,02559933"
"730", "0,02653916"
"731", "0,02512941"
"732", "0,02465949"
"733", "0,02794892"
"734", "0,0266958"
"735", "0,0282622"
"736", "0,02794892"
"737", "0,02575597"
"738", "0,02481613"
"739", "0,02356302"
"740", "0,02340638"
"741", "0,02262319"
"742", "0,02371966"
"743", "0,02356302"
"744", "0,02481613"
"745", "0,02606925"
"746", "0,02544269"
"747", "0,02622589"
"748", "0,02685244"
"749", "0,02685244"
"750", "0,02450286"
"751", "0,02434622"
"752", "0,02512941"
"753", "0,02465949"
"754", "0,02465949"
"755", "0,02512941"
"756", "0,02465949"
"757", "0,02403294"
