Experiment:, Cathode characterisation
Start date:, ?tvrtek 8. prosince 2022
Start time:, 18:53:09 +01:00
"Time (s)", "Current Density (A/cm2)"
"11", "-0,1044269"
"12", "0,008995568"
"13", "0,008525651"
"14", "0,008212372"
"15", "0,008055733"
"16", "0,00868229"
"17", "0,008525651"
"18", "0,008369011"
"19", "0,009152208"
"20", "0,008212372"
"21", "0,008525651"
"22", "0,008369011"
"23", "0,007429176"
"24", "0,007899093"
"25", "0,006959258"
"26", "0,007272535"
"27", "0,00648934"
"28", "0,006645979"
"29", "0,006802618"
"30", "0,007115897"
"31", "0,007272535"
"32", "0,007899093"
"33", "0,006802618"
"34", "0,006959258"
"35", "0,007272535"
"36", "0,006802618"
"37", "0,00648934"
"38", "0,006959258"
"39", "0,0063327"
"40", "0,006959258"
"41", "0,007429176"
"42", "0,007115897"
"43", "0,006645979"
"44", "0,0063327"
"45", "0,006176061"
"46", "0,006019421"
"47", "0,00648934"
"48", "0,00648934"
"49", "0,006019421"
"50", "0,005549503"
"51", "0,00648934"
"52", "0,005236226"
"53", "0,005706144"
"54", "0,005392865"
"55", "0,005392865"
"56", "0,0063327"
"57", "0,007115897"
"58", "0,00648934"
"59", "0,006176061"
"60", "0,006645979"
"61", "0,006176061"
"62", "0,006019421"
"63", "0,006176061"
"64", "0,005706144"
"65", "0,005236226"
"66", "0,006176061"
"67", "0,00648934"
"68", "0,006019421"
"69", "0,006176061"
"70", "0,006802618"
"71", "0,005862782"
"72", "0,0063327"
"73", "0,006176061"
"74", "0,00648934"
"75", "0,0063327"
"76", "0,005706144"
"77", "0,0063327"
"78", "0,007115897"
"79", "0,007115897"
"80", "0,00648934"
"81", "0,006019421"
"82", "0,005706144"
"83", "0,006019421"
"84", "0,0063327"
"85", "0,006019421"
"86", "0,006176061"
"87", "0,00648934"
"88", "0,007115897"
"89", "0,008525651"
"90", "0,007742454"
"91", "0,008525651"
"92", "0,007429176"
"93", "0,007115897"
"94", "0,007742454"
"95", "0,007742454"
"96", "0,007585815"
"97", "0,007742454"
"98", "0,007429176"
"99", "0,007429176"
"100", "0,007899093"
"101", "0,008212372"
"102", "0,007272535"
"103", "0,007272535"
"104", "0,007899093"
"105", "0,008055733"
"106", "0,007115897"
"107", "0,006959258"
"108", "0,007115897"
"109", "0,006019421"
"110", "0,00648934"
"111", "0,00648934"
"112", "0,006176061"
"113", "0,00648934"
"114", "0,007272535"
"115", "0,00648934"
"116", "0,0063327"
"117", "0,00648934"
"118", "0,005706144"
"119", "0,006645979"
"120", "0,006959258"
"121", "0,007899093"
"122", "0,007272535"
"123", "0,008525651"
"124", "0,007115897"
"125", "0,006959258"
"126", "0,007742454"
"127", "0,007272535"
"128", "0,008369011"
"129", "0,007272535"
"130", "0,007272535"
