Experiment:, Cathode characterisation
Start date:, ?ter? 30. ledna 2024
Start time:, 16:45:21 +01:00
"Time (s)", "Current Density (A/cm2)"
"901", "-0,07628192"
"902", "0,01745409"
"903", "0,01729745"
"904", "0,01698417"
"905", "0,01729745"
"906", "0,01855056"
"907", "0,01839392"
"908", "0,01714081"
"909", "0,01620097"
"910", "0,01651425"
"911", "0,01651425"
"912", "0,01604434"
"913", "0,01635761"
"914", "0,01635761"
"915", "0,0158877"
"916", "0,01667089"
"917", "0,01635761"
"918", "0,01682753"
"919", "0,01620097"
"920", "0,01573106"
"921", "0,01557442"
"922", "0,0158877"
"923", "0,01494786"
"924", "0,01573106"
"925", "0,01698417"
"926", "0,01667089"
"927", "0,01667089"
"928", "0,01620097"
"929", "0,01635761"
"930", "0,01651425"
"931", "0,01635761"
"932", "0,01604434"
"933", "0,0158877"
"934", "0,01620097"
"935", "0,01541778"
"936", "0,01573106"
"937", "0,0158877"
"938", "0,01635761"
"939", "0,01604434"
"940", "0,01714081"
"941", "0,01698417"
"942", "0,01714081"
"943", "0,01682753"
"944", "0,01651425"
"945", "0,01667089"
"946", "0,01698417"
"947", "0,01667089"
"948", "0,01651425"
"949", "0,01667089"
"950", "0,01745409"
"951", "0,01698417"
"952", "0,01667089"
"953", "0,01635761"
"954", "0,01604434"
"955", "0,01604434"
"956", "0,01651425"
"957", "0,01635761"
"958", "0,01651425"
"959", "0,01620097"
"960", "0,0158877"
"961", "0,01557442"
"962", "0,01573106"
"963", "0,0158877"
"964", "0,01635761"
"965", "0,01776737"
"966", "0,01729745"
"967", "0,01573106"
"968", "0,01620097"
"969", "0,01604434"
"970", "0,01573106"
"971", "0,01651425"
"972", "0,01635761"
"973", "0,01682753"
"974", "0,01620097"
"975", "0,01620097"
"976", "0,01635761"
"977", "0,01620097"
"978", "0,01714081"
"979", "0,01667089"
"980", "0,01714081"
"981", "0,01729745"
"982", "0,01745409"
"983", "0,01745409"
"984", "0,01729745"
"985", "0,01682753"
"986", "0,01698417"
"987", "0,01667089"
"988", "0,01682753"
"989", "0,01682753"
"990", "0,01761073"
"991", "0,01745409"
"992", "0,01698417"
"993", "0,01745409"
"994", "0,01761073"
"995", "0,01729745"
"996", "0,01714081"
"997", "0,01698417"
"998", "0,01651425"
"999", "0,01682753"
"1000", "0,01761073"
"1001", "0,01682753"
"1002", "0,01667089"
"1003", "0,01808065"
"1004", "0,01792401"
"1005", "0,01682753"
"1006", "0,01651425"
"1007", "0,01682753"
"1008", "0,01651425"
"1009", "0,01714081"
"1010", "0,01714081"
"1011", "0,01745409"
"1012", "0,01745409"
"1013", "0,01667089"
"1014", "0,01682753"
"1015", "0,01714081"
"1016", "0,01729745"
"1017", "0,01651425"
"1018", "0,01729745"
"1019", "0,01698417"
"1020", "0,01729745"
