Experiment:, Cathode characterisation
Start date:, st?eda 21. ?ervna 2023
Start time:, 11:30:00 +02:00
"Time (s)", "Current Density (A/cm2)"
"901", "-0,09191804"
"902", "0,1672012"
"903", "0,1657915"
"904", "0,1656348"
"905", "0,1650083"
"906", "0,1656348"
"907", "0,1642251"
"908", "0,1640684"
"909", "0,1640684"
"910", "0,1639118"
"911", "0,164695"
"912", "0,1645384"
"913", "0,1634419"
"914", "0,1639118"
"915", "0,1640684"
"916", "0,1639118"
"917", "0,162972"
"918", "0,1623454"
"919", "0,1626587"
"920", "0,1628153"
"921", "0,1628153"
"922", "0,162972"
"923", "0,1626587"
"924", "0,162972"
"925", "0,1631286"
"926", "0,1635985"
"927", "0,1639118"
"928", "0,1643817"
"929", "0,1634419"
"930", "0,1632853"
"931", "0,1632853"
"932", "0,1640684"
"933", "0,1645384"
"934", "0,1637552"
"935", "0,1640684"
"936", "0,1634419"
"937", "0,1631286"
"938", "0,1632853"
"939", "0,1634419"
"940", "0,1631286"
"941", "0,1637552"
"942", "0,162972"
"943", "0,1637552"
"944", "0,1642251"
"945", "0,164695"
"946", "0,1642251"
"947", "0,1642251"
"948", "0,164695"
"949", "0,1642251"
"950", "0,162972"
"951", "0,1628153"
"952", "0,1628153"
"953", "0,1628153"
"954", "0,1621888"
"955", "0,1626587"
"956", "0,162972"
"957", "0,1623454"
"958", "0,1617189"
"959", "0,1617189"
"960", "0,1621888"
"961", "0,162502"
"962", "0,1628153"
"963", "0,162502"
"964", "0,162502"
"965", "0,1623454"
"966", "0,162502"
"967", "0,1634419"
"968", "0,162972"
"969", "0,1637552"
"970", "0,1632853"
"971", "0,1637552"
"972", "0,1634419"
"973", "0,1634419"
"974", "0,1634419"
"975", "0,1635985"
"976", "0,1640684"
"977", "0,1639118"
"978", "0,1639118"
"979", "0,1635985"
"980", "0,1639118"
"981", "0,1640684"
"982", "0,1637552"
"983", "0,1643817"
"984", "0,1640684"
"985", "0,1643817"
"986", "0,1656348"
"987", "0,164695"
"988", "0,1643817"
"989", "0,1640684"
"990", "0,1645384"
"991", "0,164695"
"992", "0,1639118"
"993", "0,1642251"
"994", "0,1653215"
"995", "0,1653215"
"996", "0,1665747"
"997", "0,1651649"
"998", "0,1648516"
"999", "0,1650083"
"1000", "0,1651649"
"1001", "0,1651649"
"1002", "0,1659481"
"1003", "0,1654782"
"1004", "0,1662614"
"1005", "0,1659481"
"1006", "0,1657915"
"1007", "0,1657915"
"1008", "0,1656348"
"1009", "0,1665747"
"1010", "0,1659481"
"1011", "0,166888"
"1012", "0,1667313"
"1013", "0,1673579"
"1014", "0,1667313"
"1015", "0,1661048"
"1016", "0,1665747"
"1017", "0,1665747"
"1018", "0,1667313"
"1019", "0,1672012"
"1020", "0,1670446"
