Experiment:, Cathode characterisation
Start date:, p?tek 5. kv?tna 2023
Start time:, 15:32:09 +02:00
"Time (s)", "Current Density (A/cm2)"
"901", "-0,1560261"
"902", "0,06945832"
"903", "0,06726538"
"904", "0,06491579"
"905", "0,06350603"
"906", "0,06475915"
"907", "0,06428923"
"908", "0,06397595"
"909", "0,06397595"
"910", "0,06507242"
"911", "0,06444587"
"912", "0,0633494"
"913", "0,06366267"
"914", "0,06319275"
"915", "0,06319275"
"916", "0,06287947"
"917", "0,06240956"
"918", "0,06287947"
"919", "0,06225292"
"920", "0,06240956"
"921", "0,0625662"
"922", "0,06319275"
"923", "0,06350603"
"924", "0,06319275"
"925", "0,06428923"
"926", "0,06319275"
"927", "0,06287947"
"928", "0,06366267"
"929", "0,06397595"
"930", "0,06397595"
"931", "0,06366267"
"932", "0,06366267"
"933", "0,06350603"
"934", "0,06381931"
"935", "0,06444587"
"936", "0,06460251"
"937", "0,06460251"
"938", "0,06428923"
"939", "0,06381931"
"940", "0,06366267"
"941", "0,06428923"
"942", "0,06397595"
"943", "0,06350603"
"944", "0,06413259"
"945", "0,06460251"
"946", "0,06413259"
"947", "0,06460251"
"948", "0,0653857"
"949", "0,06491579"
"950", "0,06507242"
"951", "0,06491579"
"952", "0,06475915"
"953", "0,06569898"
"954", "0,06554235"
"955", "0,0653857"
"956", "0,06585562"
"957", "0,06569898"
"958", "0,06601226"
"959", "0,06491579"
"960", "0,06444587"
"961", "0,06522907"
"962", "0,06381931"
"963", "0,06444587"
"964", "0,06491579"
"965", "0,06522907"
"966", "0,06397595"
"967", "0,0633494"
"968", "0,06475915"
"969", "0,06444587"
"970", "0,06522907"
"971", "0,06413259"
"972", "0,06413259"
"973", "0,06601226"
"974", "0,0653857"
"975", "0,06491579"
"976", "0,06413259"
"977", "0,06350603"
"978", "0,06397595"
"979", "0,06350603"
"980", "0,06381931"
"981", "0,06381931"
"982", "0,06366267"
"983", "0,06413259"
"984", "0,06381931"
"985", "0,06381931"
"986", "0,06428923"
"987", "0,06366267"
"988", "0,06366267"
"989", "0,06507242"
"990", "0,06475915"
"991", "0,06428923"
"992", "0,06491579"
"993", "0,06413259"
"994", "0,06444587"
"995", "0,06397595"
"996", "0,06428923"
"997", "0,06428923"
"998", "0,06397595"
"999", "0,06413259"
"1000", "0,06444587"
"1001", "0,06444587"
"1002", "0,06569898"
"1003", "0,06507242"
"1004", "0,06522907"
"1005", "0,06475915"
"1006", "0,06460251"
"1007", "0,06428923"
"1008", "0,06475915"
"1009", "0,06554235"
"1010", "0,06585562"
"1011", "0,06585562"
"1012", "0,0653857"
"1013", "0,06569898"
"1014", "0,06522907"
"1015", "0,06491579"
"1016", "0,06475915"
"1017", "0,06569898"
"1018", "0,0661689"
"1019", "0,0653857"
"1020", "0,06522907"
