Experiment:, Cathode characterisation
Start date:, p?tek 27. ledna 2023
Start time:, 12:45:48 +01:00
"Time (s)", "Current Density (A/cm2)"
"341", "0,112915"
"342", "0,1086181"
"343", "0,1048588"
"344", "0,09436397"
"345", "0,0888816"
"346", "0,08496562"
"347", "0,08386914"
"348", "0,08230274"
"349", "0,08073635"
"350", "0,07995315"
"351", "0,07979652"
"352", "0,07963987"
"353", "0,0801098"
"354", "0,07963987"
"355", "0,07885668"
"356", "0,07916996"
"357", "0,07901332"
"358", "0,07885668"
"359", "0,07901332"
"360", "0,07948323"
"361", "0,07870004"
"362", "0,07885668"
"363", "0,0793266"
"364", "0,08057971"
"365", "0,08073635"
"366", "0,08104963"
"367", "0,08104963"
"368", "0,08073635"
"369", "0,0813629"
"370", "0,0813629"
"371", "0,08042307"
"372", "0,08057971"
"373", "0,08120627"
"374", "0,08042307"
"375", "0,07979652"
"376", "0,0801098"
"377", "0,08057971"
"378", "0,08089299"
"379", "0,08042307"
"380", "0,08042307"
"381", "0,08057971"
"382", "0,08104963"
"383", "0,08089299"
"384", "0,08073635"
"385", "0,08042307"
"386", "0,08042307"
"387", "0,08073635"
"388", "0,08057971"
"389", "0,08104963"
"390", "0,08089299"
"391", "0,08073635"
"392", "0,08042307"
"393", "0,07979652"
"394", "0,08026644"
"395", "0,08026644"
"396", "0,07963987"
"397", "0,07995315"
"398", "0,0801098"
"399", "0,08042307"
"400", "0,0801098"
"401", "0,08073635"
"402", "0,08057971"
"403", "0,08057971"
"404", "0,08073635"
"405", "0,08104963"
"406", "0,0813629"
"407", "0,08120627"
"408", "0,08120627"
"409", "0,08120627"
"410", "0,08120627"
"411", "0,08089299"
"412", "0,08042307"
"413", "0,08089299"
"414", "0,08026644"
"415", "0,08042307"
"416", "0,08089299"
"417", "0,08089299"
"418", "0,08073635"
"419", "0,08042307"
"420", "0,08026644"
"421", "0,08089299"
"422", "0,08057971"
"423", "0,08073635"
"424", "0,08167619"
"425", "0,08120627"
"426", "0,08073635"
"427", "0,0813629"
"428", "0,08151954"
"429", "0,08167619"
"430", "0,08120627"
"431", "0,08230274"
"432", "0,08167619"
"433", "0,08151954"
"434", "0,08183283"
"435", "0,08198947"
"436", "0,08167619"
"437", "0,0813629"
"438", "0,08167619"
"439", "0,08183283"
"440", "0,08104963"
"441", "0,08167619"
"442", "0,0813629"
"443", "0,08245938"
"444", "0,08167619"
"445", "0,08167619"
"446", "0,08198947"
"447", "0,08151954"
"448", "0,08151954"
"449", "0,08104963"
"450", "0,08151954"
"451", "0,0813629"
"452", "0,08230274"
"453", "0,08230274"
"454", "0,08120627"
"455", "0,08104963"
"456", "0,08120627"
"457", "0,08089299"
"458", "0,08073635"
"459", "0,07995315"
"460", "0,07916996"
